"termid","lab_year","n_record","n_patient","distancetoroot","label"
"HP:0011015",2004,157350,21336,4,"Abnormal blood glucose concentration"
"HP:0002717",2004,895,353,4,"Adrenal overactivity"
"HP:0011904",2004,472,212,4,"Persistence of hemoglobin F"
"HP:0012611",2004,25,23,4,"Increased urinary urate"
"HP:0003107",2004,29398,8945,4,"Abnormal circulating cholesterol concentration"
"HP:0031970",2004,193642,19828,4,"Abnormal blood urea nitrogen concentration"
"HP:0012200",2004,150956,12562,4,"Abnormality of prothrombin"
"HP:0032025",2004,8,3,4,"Reduced serum alpha-1-antitrypsin"
"HP:0005372",2004,4337,1096,4,"Abnormality of B cell physiology"
"HP:0040088",2004,314555,25475,4,"Abnormal lymphocyte count"
"HP:0040217",2004,5488,3232,4,"Elevated hemoglobin A1c"
"HP:0012072",2004,1,1,4,"Aciduria"
"HP:0004368",2004,6111,1962,4,"Increased purine level"
"HP:0032146",2004,54,48,4,"HbC hemoglobin"
"HP:0040133",2004,4322,2016,4,"Abnormal serum ferritin"
"HP:0001894",2004,30028,4307,4,"Thrombocytosis"
"HP:0030794",2004,176,91,4,"Abnormal C-peptide level"
"HP:0001900",2004,288,100,4,"Increased hemoglobin"
"HP:0004369",2004,4174,1030,4,"Decreased purine level"
"HP:0011422",2004,92435,11860,4,"Abnormal blood chloride concentration"
"HP:0000829",2004,187,70,4,"Hypoparathyroidism"
"HP:0002045",2004,1,1,4,"Hypothermia"
"HP:0010701",2004,4337,1096,4,"Abnormal immunoglobulin level"
"HP:0001882",2004,384262,28844,4,"Leukopenia"
"HP:0002920",2004,63,32,4,"Decreased circulating ACTH level"
"HP:0011280",2004,277,127,4,"Abnormality of urine calcium concentration"
"HP:0032368",2004,30594,3496,4,"Acidemia"
"HP:0500164",2004,223928,21000,4,"Abnormal blood carbon dioxide level"
"HP:0012144",2004,148755,18589,4,"Abnormality monocyte morphology"
"HP:0031085",2004,2795,800,4,"Decreased prealbumin level"
"HP:0410042",2004,111230,9788,4,"Abnormal liver morphology"
"HP:0012100",2004,177044,14322,4,"Abnormal circulating creatinine level"
"HP:0010990",2004,12958,2490,4,"Abnormality of the common coagulation pathway"
"HP:0001911",2004,523237,36951,4,"Abnormal granulocyte morphology"
"HP:0025435",2004,110401,14340,4,"Increased lactate dehydrogenase level"
"HP:0012592",2004,627,324,4,"Albuminuria"
"HP:0005518",2004,32048,4853,4,"Increased mean corpuscular volume"
"HP:0000093",2004,1157,516,4,"Proteinuria"
"HP:0003112",2004,587,381,4,"Abnormality of serum amino acid level"
"HP:0005537",2004,61207,8195,4,"Decreased mean platelet volume"
"HP:0010989",2004,533,288,4,"Abnormality of the intrinsic pathway"
"HP:0410173",2004,11337,2026,4,"Increased troponin I level in blood"
"HP:0011021",2004,37959,5753,4,"Abnormality of circulating enzyme level"
"HP:0003154",2004,231,31,4,"Increased circulating ACTH level"
"HP:0031029",2004,591,216,4,"Elevated carcinoembryonic antigen level"
"HP:0032065",2004,42066,4042,4,"Abnormal serum bicarbonate concentration"
"HP:0031213",2004,19,9,4,"Elevated circulating 17-hydroxyprogesterone"
"HP:0005339",2004,621,191,4,"Abnormality of complement system"
"HP:0011747",2004,38,19,4,"Abnormality of the anterior pituitary"
"HP:0032179",2004,382,196,4,"Abnormal circulating globulin level"
"HP:0410283",2004,77,24,4,"Positive blood acetaminophen test"
"HP:0020060",2004,361896,31213,4,"Decreased red blood cell count"
"HP:0032309",2004,523237,36951,4,"Abnormal granulocyte count"
"HP:0031851",2004,438351,33834,4,"Reduced hematocrit"
"HP:0011877",2004,42008,7675,4,"Increased mean platelet volume"
"HP:0002157",2004,235480,11228,4,"Azotemia"
"HP:0001873",2004,119018,9889,4,"Thrombocytopenia"
"HP:0002921",2004,3103,611,4,"Abnormality of the cerebrospinal fluid"
"HP:0001941",2004,39664,4106,4,"Acidosis"
"HP:0002152",2004,13528,4950,4,"Hyperproteinemia"
"HP:0031890",2004,877,729,4,"Increased urine urobilinogen"
"HP:0003573",2004,57915,6743,4,"Increased total bilirubin"
"HP:0004340",2004,126,100,4,"Abnormality of vitamin B metabolism"
"HP:0012310",2004,148755,18589,4,"Abnormal monocyte count"
"HP:0030346",2004,68,46,4,"Abnormal circulating follicle-stimulating hormone level"
"HP:0032369",2004,48816,4443,4,"Alkalemia"
"HP:0012598",2004,50,26,4,"Abnormal urine potassium concentration"
"HP:0011905",2004,39,35,4,"Reduced hemoglobin A"
"HP:0020062",2004,368762,31725,4,"Decreased hemoglobin concentration"
"HP:0003282",2004,1005,301,4,"Low alkaline phosphatase"
"HP:0002843",2004,13682,1858,4,"Abnormal T cell morphology"
"HP:0000846",2004,591,233,4,"Adrenal insufficiency"
"HP:0011935",2004,12,9,4,"Decreased urinary urate"
"HP:0000843",2004,2330,851,4,"Hyperparathyroidism"
"HP:0000837",2004,37,18,4,"Increased circulating gonadotropin level"
"HP:0003155",2004,89005,12266,4,"Elevated alkaline phosphatase"
"HP:0045056",2004,1884,690,4,"Abnormal levels of alpha-fetoprotein"
"HP:0025548",2004,131884,19288,4,"Increased mean corpuscular hemoglobin concentration"
"HP:0500165",2004,113826,6653,4,"Abnormal blood oxygen level"
"HP:0025547",2004,60640,8970,4,"Decreased mean corpuscular hemoglobin concentration"
"HP:0003075",2004,59967,5939,4,"Hypoproteinemia"
"HP:0020059",2004,4413,1910,4,"Increased red blood cell count"
"HP:0020063",2004,9125,3712,4,"Increased hemoglobin concentration"
"HP:0025066",2004,56580,9786,4,"Decreased mean corpuscular volume"
"HP:0001923",2004,6420,1737,4,"Reticulocytosis"
"HP:0012116",2004,171815,10971,4,"Abnormal albumin level"
"HP:0031505",2004,3797,1605,4,"Abnormal circulating thyroxine level"
"HP:0012085",2004,428,373,4,"Pyuria"
"HP:0032436",2004,3571,1526,4,"Abnormal C-reactive protein level"
"HP:0410282",2004,4956,721,4,"Abnormal circulating amylase level"
"HP:0010988",2004,69,63,4,"Abnormality of the extrinsic pathway"
"HP:0003077",2004,13719,5164,4,"Hyperlipidemia"
"HP:0030057",2004,518,294,4,"Autoimmune antibody positivity"
"HP:0012443",2004,6855,2730,4,"Abnormality of brain morphology"
"HP:0011731",2004,1486,566,4,"Abnormality of circulating cortisol level"
"HP:0031097",2004,6817,2712,4,"Abnormal thyroid-stimulating hormone level"
"HP:0032345",2004,209,97,4,"Elevated cancer Ag 19-9 level"
"HP:0001896",2004,914,488,4,"Reticulocytopenia"
"HP:0030269",2004,78,20,4,"Increased serum insulin-like growth factor 1"
"HP:0030353",2004,90,54,4,"Decreased serum insulin-like growth factor 1"
"HP:0100493",2004,104,34,4,"Hypoammonemia"
"HP:0025133",2004,32,22,4,"Abnormal serum estradiol"
"HP:0030345",2004,114,74,4,"Abnormal circulating luteinizing hormone level"
"HP:0030339",2004,145,72,4,"Decreased circulating gonadotropin level"
"HP:0001945",2004,1,1,4,"Fever"
"HP:0002910",2004,111230,9788,5,"Elevated hepatic transaminase"
"HP:0011227",2004,3571,1526,5,"Elevated C-reactive protein level"
"HP:0031969",2004,78543,12783,5,"Reduced blood urea nitrogen"
"HP:0003281",2004,3368,1468,5,"Increased serum ferritin"
"HP:0010930",2004,161347,21007,5,"Abnormal blood monovalent inorganic cation concentration"
"HP:0012343",2004,954,555,5,"Decreased serum ferritin"
"HP:0003073",2004,170588,10549,5,"Hypoalbuminemia"
"HP:0001987",2004,3387,467,5,"Hyperammonemia"
"HP:0100827",2004,20719,5431,5,"Lymphocytosis"
"HP:0031899",2004,74,37,5,"Abnormal coagulation factor V activity"
"HP:0012311",2004,108372,15749,5,"Monocytosis"
"HP:0020064",2004,197344,29615,5,"Abnormal eosinophil count"
"HP:0011991",2004,306309,27682,5,"Abnormal neutrophil count"
"HP:0011898",2004,12884,2474,5,"Abnormality of circulating fibrinogen"
"HP:0011839",2004,13682,1858,5,"Abnormal T cell count"
"HP:0045057",2004,405,241,5,"Decreased levels of alpha-fetoprotein"
"HP:0002905",2004,25776,3958,5,"Hyperphosphatemia"
"HP:0002155",2004,13719,5164,5,"Hypertriglyceridemia"
"HP:0003074",2004,140540,17338,5,"Hyperglycemia"
"HP:0003537",2004,4174,1030,5,"Hypouricemia"
"HP:0003124",2004,6145,2977,5,"Hypercholesterolemia"
"HP:0001880",2004,21137,3890,5,"Eosinophilia"
"HP:0012101",2004,70335,7752,5,"Decreased serum creatinine"
"HP:0002150",2004,56,26,5,"Hypercalciuria"
"HP:0025465",2004,382,196,5,"Abnormal circulating beta globulin level"
"HP:0012418",2004,36563,3560,5,"Hypoxemia"
"HP:0031507",2004,1447,713,5,"Decreased circulating thyroxine level"
"HP:0001888",2004,293836,21774,5,"Lymphopenia"
"HP:0003127",2004,221,104,5,"Hypocalciuria"
"HP:0002923",2004,443,231,5,"Rheumatoid factor positive"
"HP:0003118",2004,895,353,5,"Increased circulating cortisol level"
"HP:0010927",2004,140789,11782,5,"Abnormal blood inorganic cation concentration"
"HP:0030976",2004,464,241,5,"Abnormal factor VIII activity"
"HP:0032069",2004,75,65,5,"Anti-thyroglobulin antibody positivity"
"HP:0031098",2004,2278,1045,5,"Decreased thyroid-stimulating hormone level"
"HP:0003146",2004,5527,2227,5,"Hypocholesterolemia"
"HP:0012605",2004,15,12,5,"Hypernatriuria"
"HP:0410289",2004,985,169,5,"Hypoamylasemia"
"HP:0410243",2004,1022,409,5,"Abnormal circulating IgM level"
"HP:0001874",2004,306309,27682,5,"Abnormality of neutrophils"
"HP:0008163",2004,591,233,5,"Decreased circulating cortisol level"
"HP:0032336",2004,355,82,5,"Increased circulating specific IgE antibody"
"HP:0032067",2004,25540,2639,5,"Elevated serum bicarbonate concentration"
"HP:0025134",2004,32,22,5,"Increased serum estradiol"
"HP:0001992",2004,1,1,5,"Organic aciduria"
"HP:0003259",2004,106709,7236,5,"Elevated serum creatinine"
"HP:0008232",2004,25,16,5,"Elevated circulating follicle stimulating hormone level"
"HP:0012312",2004,40383,5476,5,"Monocytopenia"
"HP:0032066",2004,16526,2023,5,"Decreased serum bicarbonate concentration"
"HP:0010514",2004,38,19,5,"Hyperpituitarism"
"HP:0010979",2004,17726,7272,5,"Abnormality of lipoprotein cholesterol concentration"
"HP:0006254",2004,1479,449,5,"Elevated alpha-fetoprotein"
"HP:0003138",2004,115099,8196,5,"Increased blood urea nitrogen"
"HP:0031506",2004,2350,966,5,"Increased circulating thyroxine level"
"HP:0008207",2004,591,233,5,"Primary adrenal insufficiency"
"HP:0002151",2004,39664,4106,5,"Increased serum lactate"
"HP:0002925",2004,4539,1805,5,"Increased thyroid-stimulating hormone level"
"HP:0001976",2004,69,63,5,"Reduced antithrombin III activity"
"HP:0003113",2004,39804,5919,5,"Hypochloremia"
"HP:0410242",2004,1605,681,5,"Abnormal circulating IgG level"
"HP:0030796",2004,88,45,5,"Increased C-peptide level"
"HP:0040081",2004,37959,5753,5,"Abnormal circulating creatine kinase concentration"
"HP:0410240",2004,1355,570,5,"Abnormal circulating IgA level"
"HP:0012604",2004,43,39,5,"Hyponatriuria"
"HP:0010702",2004,2019,703,5,"Increased circulating antibody level"
"HP:0004313",2004,1963,449,5,"Decreased circulating antibody level"
"HP:0012335",2004,123,99,5,"Abnormality of folate metabolism"
"HP:0003081",2004,11,6,5,"Increased urinary potassium"
"HP:0001943",2004,16810,6675,5,"Hypoglycemia"
"HP:0011969",2004,12,9,5,"Elevated circulating luteinizing hormone level"
"HP:0012417",2004,161145,17070,5,"Hypocapnia"
"HP:0002149",2004,6111,1962,5,"Hyperuricemia"
"HP:0004431",2004,621,191,5,"Complement deficiency"
"HP:0030344",2004,102,65,5,"Decreased circulating luteinizing hormone level"
"HP:0001879",2004,197344,29615,5,"Abnormal eosinophil morphology"
"HP:0001912",2004,19584,5696,5,"Abnormal basophil morphology"
"HP:0012416",2004,62783,7110,5,"Hypercapnia"
"HP:0032199",2004,150956,12562,5,"Abnormal prothrombin time"
"HP:0011423",2004,52631,7362,5,"Hyperchloremia"
"HP:0011030",2004,19610,4680,5,"Abnormal blood transition element cation concentration"
"HP:0012117",2004,1227,526,5,"Hyperalbuminemia"
"HP:0004339",2004,587,381,5,"Abnormal circulating sulfur amino acid concentration"
"HP:0030795",2004,88,47,5,"Reduced C-peptide level"
"HP:0025454",2004,870,205,5,"Abnormal CSF metabolite level"
"HP:0025456",2004,2233,577,5,"Abnormal CSF protein level"
"HP:0012419",2004,77263,5350,5,"Hyperoxemia"
"HP:0030341",2004,43,30,5,"Decreased circulating follicle stimulating hormone level"
"HP:0002148",2004,29293,4759,5,"Hypophosphatemia"
"HP:0004341",2004,3,2,5,"Abnormality of vitamin B12 metabolism"
"HP:0031806",2004,19584,5696,5,"Abnormal basophil count"
"HP:0410288",2004,3971,567,5,"Hyperamylasemia"
"HP:0012594",2004,627,324,5,"Microalbuminuria"
"HP:0012364",2004,39,21,5,"Decreased urinary potassium"
"HP:0045042",2004,282,130,6,"Decreased serum complement C4"
"HP:0031886",2004,12778,5929,6,"Abnormal LDL cholesterol concentration"
"HP:0011899",2004,10218,2122,6,"Hyperfibrinogenemia"
"HP:0011042",2004,102932,15813,6,"Abnormal blood potassium concentration"
"HP:0001875",2004,47439,7118,6,"Neutropenia"
"HP:0004921",2004,19978,4952,6,"Abnormal magnesium concentration"
"HP:0040126",2004,3,2,6,"Abnormal vitamin B12 level"
"HP:0031807",2004,19584,5696,6,"Increased basophil count"
"HP:0032232",2004,7884,1633,6,"Increased circulating creatine kinase MB isoform"
"HP:0005403",2004,13682,1858,6,"Decrease in T cell count"
"HP:0010919",2004,587,381,6,"Abnormal circulating homocysteine concentration"
"HP:0003125",2004,156,60,6,"Reduced factor VIII activity"
"HP:0003236",2004,30075,5708,6,"Elevated serum creatine kinase"
"HP:0003225",2004,68,34,6,"Reduced coagulation factor V activity"
"HP:0031964",2004,48750,6590,6,"Elevated serum alanine aminotransferase"
"HP:0011031",2004,19610,4680,6,"Abnormality of iron homeostasis"
"HP:0004315",2004,678,272,6,"Decreased circulating IgG level"
"HP:0010931",2004,58415,13171,6,"Abnormal blood sodium concentration"
"HP:0002850",2004,600,203,6,"Decreased circulating total IgM"
"HP:0003237",2004,927,422,6,"Increased circulating IgG level"
"HP:0032198",2004,2701,2381,6,"Decreased prothrombin time"
"HP:0032385",2004,382,196,6,"Abnormal circulating transferrin level"
"HP:0003496",2004,422,207,6,"Increased circulating IgM level"
"HP:0030977",2004,308,184,6,"Increased factor VIII activity"
"HP:0410232",2004,28,17,6,"Increased anti-fungi IgE antibody level"
"HP:0410227",2004,88,24,6,"Increased anti-food allergen IgE antibody level"
"HP:0003159",2004,1,1,6,"Hyperoxaluria"
"HP:0410235",2004,47,46,6,"Increased anti-insect IgE antibody level"
"HP:0004363",2004,120811,10480,6,"Abnormal circulating calcium concentration"
"HP:0011996",2004,6,3,6,"Elevated coagulation factor V activity"
"HP:0011900",2004,2666,491,6,"Hypofibrinogenemia"
"HP:0003261",2004,670,362,6,"Increased circulating IgA level"
"HP:0410238",2004,84,41,6,"Increased anti-plant product IgE antibody level"
"HP:0010980",2004,4598,2438,6,"Hyperlipoproteinemia"
"HP:0000870",2004,1,1,6,"Increased circulating prolactin concentration"
"HP:0032236",2004,10452,1968,6,"Increased circulating immature neutrophil count"
"HP:0031888",2004,4948,2365,6,"Abnormal HDL cholesterol concentration"
"HP:0005421",2004,339,146,6,"Decreased serum complement C3"
"HP:0008151",2004,148255,10412,6,"Prolonged prothrombin time"
"HP:0031884",2004,870,205,6,"Abnormal CSF glucose level"
"HP:0031956",2004,62480,8130,6,"Elevated serum aspartate aminotransferase"
"HP:0025457",2004,98,40,6,"Decreased CSF protein"
"HP:0002922",2004,2135,553,6,"Increased CSF protein"
"HP:0031891",2004,176207,27183,6,"Decreased eosinophil count"
"HP:0025540",2004,13682,1858,6,"Abnormal T cell subset distribution"
"HP:0011897",2004,248418,22400,6,"Neutrophilia"
"HP:0040087",2004,123,99,6,"Abnormal blood folate concentration"
"HP:0010981",2004,13128,5081,6,"Hypolipoproteinemia"
"HP:0410221",2004,75,38,6,"Increased anti-animal protein IgE antibody level"
"HP:0002720",2004,685,210,6,"Decreased circulating IgA level"
"HP:0410223",2004,33,33,6,"Increased anti-dust mite IgE antibody level"
"HP:0003141",2004,4461,2389,7,"Increased LDL cholesterol concentration"
"HP:0410233",2004,2,1,7,"Increased anti-meat allergen IgE antibody level"
"HP:0002902",2004,42620,9252,7,"Hyponatremia"
"HP:0410248",2004,33,33,7,"Increased anti-house dust mite IgE antibody level"
"HP:0012184",2004,137,60,7,"Increased HDL cholesterol concentration"
"HP:0002917",2004,8622,2225,7,"Hypomagnesemia"
"HP:0002900",2004,51270,8535,7,"Hypokalemia"
"HP:0011972",2004,205,51,7,"Hypoglycorrhachia"
"HP:0032386",2004,26,14,7,"Elevated transferrin level"
"HP:0032238",2004,5589,1674,7,"Increased circulating metamyelocyte count"
"HP:0003072",2004,4313,1057,7,"Hypercalcemia"
"HP:0002153",2004,51662,10303,7,"Hyperkalemia"
"HP:0410228",2004,22,11,7,"Increased anti-plant based food allergen IgE antibody level"
"HP:0003228",2004,15795,5515,7,"Hypernatremia"
"HP:0040130",2004,12756,3857,7,"Abnormal serum iron concentration"
"HP:0002160",2004,587,381,7,"Hyperhomocystinemia"
"HP:0100507",2004,64,59,7,"Reduced blood folate concentration"
"HP:0500267",2004,13593,1840,7,"Abnormal proportion of CD4-positive helper T cells"
"HP:0031885",2004,665,161,7,"Hyperglycorrhachia"
"HP:0032135",2004,61,23,7,"Decreased circulating IgG subclass level"
"HP:0032387",2004,356,182,7,"Reduced transferrin level"
"HP:0410247",2004,60,38,7,"Increased anti-animal dander IgE antibody level"
"HP:0032164",2004,59,40,7,"Increased blood folate concentration"
"HP:0100502",2004,3,2,7,"Vitamin B12 deficiency"
"HP:0005415",2004,89,66,7,"Decreased proportion of CD8-positive T cells"
"HP:0005407",2004,13593,1840,7,"Decreased proportion of CD4-positive helper T cells"
"HP:0002901",2004,116498,9921,7,"Hypocalcemia"
"HP:0031393",2004,89,66,7,"Abnormal proportion of CD8-positive T cells"
"HP:0032237",2004,4863,1460,7,"Increased circulating myelocyte count"
"HP:0002918",2004,11356,3205,7,"Hypermagnesemia"
"HP:0410220",2004,5,5,7,"Increased anti-dairy protein IgE antibody level"
"HP:0025196",2004,1883,1075,7,"Increased total iron binding capacity"
"HP:0003233",2004,4811,2306,7,"Decreased HDL cholesterol concentration"
"HP:0410231",2004,7,7,7,"Increased anti-egg IgE antibody level"
"HP:0003563",2004,8317,3610,7,"Decreased LDL cholesterol concentration"
"HP:0032296",2004,17,11,7,"Increased circulating IgG subclass"
"HP:0410230",2004,32,16,7,"Increased anti-nut food product IgE antibody level"
"HP:0410222",2004,20,11,7,"Increased anti-seafood IgE antibody level"
"HP:0032137",2004,28,16,8,"Decreased circulating IgG3 level"
"HP:0032298",2004,17,11,8,"Increased circulating IgG1 level"
"HP:0003452",2004,1815,749,8,"Increased serum iron"
"HP:0008348",2004,17,10,8,"Decreased circulating IgG2 level"
"HP:0032136",2004,16,8,8,"Decreased circulating IgG1 level"
"HP:0040303",2004,10941,3240,8,"Decreased serum iron"
"HP:0000118",2005,6377732,76499,0,"Phenotypic abnormality"
"HP:0025354",2005,4762,1216,1,"Abnormal cellular phenotype"
"HP:0001871",2005,3724313,68670,1,"Abnormality of blood and blood-forming tissues"
"HP:0001939",2005,2089400,54661,1,"Abnormality of metabolism/homeostasis"
"HP:0002715",2005,1289916,51742,1,"Abnormality of the immune system"
"HP:0002086",2005,416533,23441,1,"Abnormality of the respiratory system"
"HP:0000119",2005,4879,2959,1,"Abnormality of the genitourinary system"
"HP:0000818",2005,13735,4585,1,"Abnormality of the endocrine system"
"HP:0001626",2005,10434,1995,1,"Abnormality of the cardiovascular system"
"HP:0025031",2005,119210,10875,1,"Abnormality of the digestive system"
"HP:0000707",2005,9345,3272,1,"Abnormality of the nervous system"
"HP:0025021",2005,7629,3387,2,"Abnormal erythrocyte sedimentation rate"
