"termid","lab_year","n_record","n_patient","label","distancetoroot"
"HP:0002925",2003,42244,17988,"Increased thyroid-stimulating hormone level",5
"HP:0002925",2004,42095,18607,"Increased thyroid-stimulating hormone level",5
"HP:0002925",2005,49838,18627,"Increased thyroid-stimulating hormone level",5
"HP:0002925",2006,53888,20658,"Increased thyroid-stimulating hormone level",5
"HP:0002925",2007,65402,26499,"Increased thyroid-stimulating hormone level",5
"HP:0002925",2008,68082,29410,"Increased thyroid-stimulating hormone level",5
"HP:0002925",2009,85276,37304,"Increased thyroid-stimulating hormone level",5
"HP:0002925",2010,107062,48465,"Increased thyroid-stimulating hormone level",5
"HP:0002925",2011,126351,56248,"Increased thyroid-stimulating hormone level",5
"HP:0002925",2012,156511,70920,"Increased thyroid-stimulating hormone level",5
"HP:0002925",2013,184611,81569,"Increased thyroid-stimulating hormone level",5
"HP:0002925",2014,233848,115449,"Increased thyroid-stimulating hormone level",5
"HP:0002925",2015,287976,142317,"Increased thyroid-stimulating hormone level",5
"HP:0002925",2016,314885,164595,"Increased thyroid-stimulating hormone level",5
"HP:0002925",2017,266885,158965,"Increased thyroid-stimulating hormone level",5
"HP:0002925",2018,259711,166177,"Increased thyroid-stimulating hormone level",5
"HP:0002925",2019,266282,169069,"Increased thyroid-stimulating hormone level",5
"HP:0002925",2020,105768,71658,"Increased thyroid-stimulating hormone level",5
"HP:0002926",2000,536,454,"Abnormality of thyroid physiology",3
"HP:0002926",2001,6288,4310,"Abnormality of thyroid physiology",3
"HP:0002926",2002,7373,5043,"Abnormality of thyroid physiology",3
"HP:0002926",2003,17776,6445,"Abnormality of thyroid physiology",3
"HP:0002926",2004,17308,6647,"Abnormality of thyroid physiology",3
"HP:0002926",2005,18990,6475,"Abnormality of thyroid physiology",3
"HP:0002926",2006,21940,7795,"Abnormality of thyroid physiology",3
"HP:0002926",2007,27015,10635,"Abnormality of thyroid physiology",3
"HP:0002926",2008,36627,12107,"Abnormality of thyroid physiology",3
"HP:0002926",2009,46548,14709,"Abnormality of thyroid physiology",3
"HP:0002926",2010,54705,18503,"Abnormality of thyroid physiology",3
"HP:0002926",2011,59988,20898,"Abnormality of thyroid physiology",3
"HP:0002926",2012,76335,28431,"Abnormality of thyroid physiology",3
"HP:0002926",2013,82672,28881,"Abnormality of thyroid physiology",3
"HP:0002926",2014,105349,41105,"Abnormality of thyroid physiology",3
"HP:0002926",2015,128468,50551,"Abnormality of thyroid physiology",3
"HP:0002926",2016,131518,55018,"Abnormality of thyroid physiology",3
"HP:0002926",2017,95459,49448,"Abnormality of thyroid physiology",3
"HP:0002926",2018,86006,51836,"Abnormality of thyroid physiology",3
"HP:0002926",2019,87633,51457,"Abnormality of thyroid physiology",3
"HP:0002926",2020,35776,23186,"Abnormality of thyroid physiology",3
"HP:0002926",NA,2,2,"Abnormality of thyroid physiology",3
"HP:0002960",2000,16,15,"Autoimmunity",3
"HP:0002960",2001,185,174,"Autoimmunity",3
"HP:0002960",2002,337,298,"Autoimmunity",3
"HP:0002960",2003,2049,1207,"Autoimmunity",3
"HP:0002960",2004,2138,1293,"Autoimmunity",3
"HP:0002960",2005,2597,1366,"Autoimmunity",3
"HP:0002960",2006,2493,1345,"Autoimmunity",3
"HP:0002960",2007,3155,1581,"Autoimmunity",3
"HP:0002960",2008,4813,3374,"Autoimmunity",3
"HP:0002960",2009,6750,4567,"Autoimmunity",3
"HP:0002960",2010,9810,5288,"Autoimmunity",3
"HP:0002960",2011,12452,6393,"Autoimmunity",3
"HP:0002960",2012,14574,7747,"Autoimmunity",3
"HP:0002960",2013,17722,9285,"Autoimmunity",3
"HP:0002960",2014,21234,10552,"Autoimmunity",3
"HP:0002960",2015,24764,12071,"Autoimmunity",3
"HP:0002960",2016,24130,13341,"Autoimmunity",3
"HP:0002960",2017,13686,8815,"Autoimmunity",3
"HP:0002960",2018,8184,6086,"Autoimmunity",3
"HP:0002960",2019,8685,6544,"Autoimmunity",3
"HP:0002960",2020,2972,2369,"Autoimmunity",3
"HP:0003072",2000,2964,1384,"Hypercalcemia",7
"HP:0003072",2001,80006,28157,"Hypercalcemia",7
"HP:0003072",2002,130519,41677,"Hypercalcemia",7
"HP:0003072",2003,430051,50794,"Hypercalcemia",7
"HP:0003072",2004,378883,44357,"Hypercalcemia",7
"HP:0003072",2005,466797,52046,"Hypercalcemia",7
"HP:0003072",2006,520860,60939,"Hypercalcemia",7
"HP:0003072",2007,605200,72036,"Hypercalcemia",7
"HP:0003072",2008,510918,74582,"Hypercalcemia",7
"HP:0003072",2009,554532,85725,"Hypercalcemia",7
"HP:0003072",2010,633808,103153,"Hypercalcemia",7
"HP:0003072",2011,830700,122665,"Hypercalcemia",7
"HP:0003072",2012,936502,138820,"Hypercalcemia",7
"HP:0003072",2013,1056466,161189,"Hypercalcemia",7
"HP:0003072",2014,1266918,215300,"Hypercalcemia",7
"HP:0003072",2015,1707505,312717,"Hypercalcemia",7
"HP:0003072",2016,2013467,357783,"Hypercalcemia",7
"HP:0003072",2017,1937502,358429,"Hypercalcemia",7
"HP:0003072",2018,1923669,376611,"Hypercalcemia",7
"HP:0003072",2019,1991059,380882,"Hypercalcemia",7
"HP:0003072",2020,1011226,186723,"Hypercalcemia",7
"HP:0003072",NA,11,11,"Hypercalcemia",7
"HP:0003073",1936,1,1,"Hypoalbuminemia",5
"HP:0003073",2000,2161,1565,"Hypoalbuminemia",5
"HP:0003073",2001,61537,25867,"Hypoalbuminemia",5
"HP:0003073",2002,91896,36738,"Hypoalbuminemia",5
"HP:0003073",2003,423284,45118,"Hypoalbuminemia",5
"HP:0003073",2004,390030,39901,"Hypoalbuminemia",5
"HP:0003073",2005,509596,46098,"Hypoalbuminemia",5
"HP:0003073",2006,571854,54303,"Hypoalbuminemia",5
"HP:0003073",2007,694107,65608,"Hypoalbuminemia",5
"HP:0003073",2008,584544,70104,"Hypoalbuminemia",5
"HP:0003073",2009,642219,81847,"Hypoalbuminemia",5
"HP:0003073",2010,729585,97675,"Hypoalbuminemia",5
"HP:0003073",2011,822906,110031,"Hypoalbuminemia",5
"HP:0003073",2012,913895,126787,"Hypoalbuminemia",5
"HP:0003073",2013,1055231,149239,"Hypoalbuminemia",5
"HP:0003073",2014,1148879,157647,"Hypoalbuminemia",5
"HP:0003073",2015,1257234,169268,"Hypoalbuminemia",5
"HP:0003073",2016,1552125,191057,"Hypoalbuminemia",5
"HP:0003073",2017,1592392,225078,"Hypoalbuminemia",5
"HP:0003073",2018,1604371,251320,"Hypoalbuminemia",5
"HP:0003073",2019,1737186,263569,"Hypoalbuminemia",5
"HP:0003073",2020,903148,134102,"Hypoalbuminemia",5
"HP:0003073",NA,11,10,"Hypoalbuminemia",5
"HP:0003074",1936,1,1,"Hyperglycemia",5
"HP:0003074",2000,465,432,"Hyperglycemia",5
"HP:0003074",2001,109110,32408,"Hyperglycemia",5
"HP:0003074",2002,172275,47139,"Hyperglycemia",5
"HP:0003074",2003,661991,59475,"Hyperglycemia",5
"HP:0003074",2004,589869,53814,"Hyperglycemia",5
"HP:0003074",2005,752497,60998,"Hyperglycemia",5
"HP:0003074",2006,782149,69458,"Hyperglycemia",5
"HP:0003074",2007,875190,79827,"Hyperglycemia",5
"HP:0003074",2008,798961,83276,"Hyperglycemia",5
"HP:0003074",2009,1335230,96993,"Hyperglycemia",5
"HP:0003074",2010,1538715,116879,"Hyperglycemia",5
"HP:0003074",2011,1619974,132456,"Hyperglycemia",5
"HP:0003074",2012,1706805,151659,"Hyperglycemia",5
"HP:0003074",2013,1911518,174604,"Hyperglycemia",5
"HP:0003074",2014,2212024,232550,"Hyperglycemia",5
"HP:0003074",2015,2906947,334756,"Hyperglycemia",5
"HP:0003074",2016,3200830,379810,"Hyperglycemia",5
"HP:0003074",2017,3137198,379885,"Hyperglycemia",5
"HP:0003074",2018,3211696,397330,"Hyperglycemia",5
"HP:0003074",2019,3269598,401761,"Hyperglycemia",5
"HP:0003074",2020,1499313,192637,"Hyperglycemia",5
"HP:0003074",NA,14,14,"Hyperglycemia",5
"HP:0003075",2000,1950,1413,"Hypoproteinemia",4
"HP:0003075",2001,56742,25199,"Hypoproteinemia",4
"HP:0003075",2002,82655,35923,"Hypoproteinemia",4
"HP:0003075",2003,292172,48466,"Hypoproteinemia",4
"HP:0003075",2004,274155,42914,"Hypoproteinemia",4
"HP:0003075",2005,343314,48688,"Hypoproteinemia",4
"HP:0003075",2006,379455,56868,"Hypoproteinemia",4
"HP:0003075",2007,474778,67774,"Hypoproteinemia",4
"HP:0003075",2008,417428,73136,"Hypoproteinemia",4
"HP:0003075",2009,453077,85139,"Hypoproteinemia",4
"HP:0003075",2010,523538,101332,"Hypoproteinemia",4
"HP:0003075",2011,596860,114226,"Hypoproteinemia",4
"HP:0003075",2012,675378,131774,"Hypoproteinemia",4
"HP:0003075",2013,792307,154833,"Hypoproteinemia",4
"HP:0003075",2014,929008,198452,"Hypoproteinemia",4
"HP:0003075",2015,1198188,275925,"Hypoproteinemia",4
"HP:0003075",2016,1415558,316184,"Hypoproteinemia",4
"HP:0003075",2017,1334018,312187,"Hypoproteinemia",4
"HP:0003075",2018,1318548,323493,"Hypoproteinemia",4
"HP:0003075",2019,1321743,328030,"Hypoproteinemia",4
"HP:0003075",2020,587040,156883,"Hypoproteinemia",4
"HP:0003075",NA,10,10,"Hypoproteinemia",4
"HP:0003076",2003,3,3,"Glycosuria",4
"HP:0003076",2004,5,2,"Glycosuria",4
"HP:0003076",2005,4,4,"Glycosuria",4
"HP:0003076",2006,1,1,"Glycosuria",4
"HP:0003076",2007,1,1,"Glycosuria",4
"HP:0003076",2008,4,4,"Glycosuria",4
"HP:0003076",2009,1,1,"Glycosuria",4
"HP:0003076",2010,1,1,"Glycosuria",4
"HP:0003076",2011,673,556,"Glycosuria",4
"HP:0003076",2012,3572,2375,"Glycosuria",4
"HP:0003076",2013,4261,2815,"Glycosuria",4
"HP:0003076",2014,4582,3045,"Glycosuria",4
"HP:0003076",2015,3810,2752,"Glycosuria",4
"HP:0003076",2016,3885,2820,"Glycosuria",4
"HP:0003076",2017,3923,2898,"Glycosuria",4
"HP:0003076",2018,3429,2541,"Glycosuria",4
"HP:0003076",2019,3731,2807,"Glycosuria",4
"HP:0003076",2020,1299,1069,"Glycosuria",4
"HP:0003077",2000,1467,1291,"Hyperlipidemia",4
"HP:0003077",2001,21185,13084,"Hyperlipidemia",4
"HP:0003077",2002,28274,17037,"Hyperlipidemia",4
"HP:0003077",2003,68768,23220,"Hyperlipidemia",4
"HP:0003077",2004,80549,24531,"Hyperlipidemia",4
"HP:0003077",2005,86852,25985,"Hyperlipidemia",4
"HP:0003077",2006,89265,28786,"Hyperlipidemia",4
"HP:0003077",2007,104697,34691,"Hyperlipidemia",4
"HP:0003077",2008,103422,36294,"Hyperlipidemia",4
"HP:0003077",2009,123389,45614,"Hyperlipidemia",4
"HP:0003077",2010,144226,56513,"Hyperlipidemia",4
"HP:0003077",2011,157472,65380,"Hyperlipidemia",4
"HP:0003077",2012,90838,61115,"Hyperlipidemia",4
"HP:0003077",2013,97611,70098,"Hyperlipidemia",4
"HP:0003077",2014,101347,72758,"Hyperlipidemia",4
"HP:0003077",2015,123125,92646,"Hyperlipidemia",4
"HP:0003077",2016,183107,117610,"Hyperlipidemia",4
"HP:0003077",2017,273363,154726,"Hyperlipidemia",4
"HP:0003077",2018,264704,171787,"Hyperlipidemia",4
"HP:0003077",2019,270438,174377,"Hyperlipidemia",4
"HP:0003077",2020,96958,69933,"Hyperlipidemia",4
"HP:0003081",2000,6,6,"Increased urinary potassium",5
"HP:0003081",2001,67,54,"Increased urinary potassium",5
"HP:0003081",2002,52,48,"Increased urinary potassium",5
"HP:0003081",2003,5987,1926,"Increased urinary potassium",5
"HP:0003081",2004,4581,2166,"Increased urinary potassium",5
"HP:0003081",2005,8323,2564,"Increased urinary potassium",5
"HP:0003081",2006,9003,2889,"Increased urinary potassium",5
"HP:0003081",2007,8957,2967,"Increased urinary potassium",5
"HP:0003081",2008,5517,3142,"Increased urinary potassium",5
"HP:0003081",2009,5959,3309,"Increased urinary potassium",5
"HP:0003081",2010,579,410,"Increased urinary potassium",5
"HP:0003081",2011,92,53,"Increased urinary potassium",5
"HP:0003081",2012,102,52,"Increased urinary potassium",5
"HP:0003081",2013,52,29,"Increased urinary potassium",5
"HP:0003081",2014,62,34,"Increased urinary potassium",5
"HP:0003081",2015,37,20,"Increased urinary potassium",5
"HP:0003081",2016,35,18,"Increased urinary potassium",5
"HP:0003081",2017,16,9,"Increased urinary potassium",5
"HP:0003081",2018,36,25,"Increased urinary potassium",5
"HP:0003081",2019,64,33,"Increased urinary potassium",5
"HP:0003081",2020,14,8,"Increased urinary potassium",5
"HP:0003107",2000,4166,1541,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2001,57496,16193,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2002,78359,20606,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2003,183499,27791,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2004,212284,29034,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2005,224659,29746,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2006,231742,31807,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2007,286516,37767,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2008,297520,40319,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2009,358766,49487,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2010,423216,60104,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2011,478658,68673,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2012,377365,82531,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2013,427599,100168,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2014,441489,105805,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2015,500238,115482,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2016,614870,140827,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2017,647451,163539,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2018,675018,178126,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2019,690806,180176,"Abnormal circulating cholesterol concentration",4
"HP:0003107",2020,260517,77163,"Abnormal circulating cholesterol concentration",4
"HP:0003110",2000,10438,3472,"Abnormality of urine homeostasis",2
"HP:0003110",2001,54356,16196,"Abnormality of urine homeostasis",2
"HP:0003110",2002,89765,28002,"Abnormality of urine homeostasis",2
"HP:0003110",2003,474315,33320,"Abnormality of urine homeostasis",2
"HP:0003110",2004,419577,26896,"Abnormality of urine homeostasis",2
"HP:0003110",2005,537095,31905,"Abnormality of urine homeostasis",2
"HP:0003110",2006,558186,35455,"Abnormality of urine homeostasis",2
"HP:0003110",2007,606200,38953,"Abnormality of urine homeostasis",2
"HP:0003110",2008,543126,42187,"Abnormality of urine homeostasis",2
"HP:0003110",2009,559201,47372,"Abnormality of urine homeostasis",2
"HP:0003110",2010,638547,57635,"Abnormality of urine homeostasis",2
"HP:0003110",2011,820702,67295,"Abnormality of urine homeostasis",2
"HP:0003110",2012,1386567,91080,"Abnormality of urine homeostasis",2
"HP:0003110",2013,1638492,108239,"Abnormality of urine homeostasis",2
"HP:0003110",2014,1622270,137592,"Abnormality of urine homeostasis",2
"HP:0003110",2015,1790405,195734,"Abnormality of urine homeostasis",2
"HP:0003110",2016,2014544,219744,"Abnormality of urine homeostasis",2
"HP:0003110",2017,1708355,209833,"Abnormality of urine homeostasis",2
"HP:0003110",2018,1560946,216288,"Abnormality of urine homeostasis",2
"HP:0003110",2019,1693819,213735,"Abnormality of urine homeostasis",2
"HP:0003110",2020,632469,89291,"Abnormality of urine homeostasis",2
"HP:0003110",NA,30,30,"Abnormality of urine homeostasis",2
"HP:0003111",1936,2,1,"Abnormal blood ion concentration",3
"HP:0003111",2000,7464,1768,"Abnormal blood ion concentration",3
"HP:0003111",2001,479691,34510,"Abnormal blood ion concentration",3
"HP:0003111",2002,748489,48436,"Abnormal blood ion concentration",3
"HP:0003111",2003,2539746,59132,"Abnormal blood ion concentration",3
"HP:0003111",2004,2309036,54218,"Abnormal blood ion concentration",3
"HP:0003111",2005,2873086,62871,"Abnormal blood ion concentration",3
"HP:0003111",2006,3039857,71082,"Abnormal blood ion concentration",3
"HP:0003111",2007,3475583,83223,"Abnormal blood ion concentration",3
"HP:0003111",2008,2821445,88020,"Abnormal blood ion concentration",3
"HP:0003111",2009,3019158,101789,"Abnormal blood ion concentration",3
"HP:0003111",2010,3360397,119921,"Abnormal blood ion concentration",3
"HP:0003111",2011,3792627,134952,"Abnormal blood ion concentration",3
"HP:0003111",2012,4129872,153587,"Abnormal blood ion concentration",3
"HP:0003111",2013,4562681,175285,"Abnormal blood ion concentration",3
"HP:0003111",2014,5435502,230928,"Abnormal blood ion concentration",3
"HP:0003111",2015,7229188,323640,"Abnormal blood ion concentration",3
"HP:0003111",2016,8228281,366782,"Abnormal blood ion concentration",3
"HP:0003111",2017,7997044,367712,"Abnormal blood ion concentration",3
"HP:0003111",2018,8068631,385988,"Abnormal blood ion concentration",3
"HP:0003111",2019,8321540,390426,"Abnormal blood ion concentration",3
"HP:0003111",2020,4251526,190329,"Abnormal blood ion concentration",3
"HP:0003111",NA,64,15,"Abnormal blood ion concentration",3
"HP:0003112",2000,81,80,"Abnormality of serum amino acid level",4
"HP:0003112",2001,636,579,"Abnormality of serum amino acid level",4
"HP:0003112",2002,795,716,"Abnormality of serum amino acid level",4
"HP:0003112",2003,2332,1412,"Abnormality of serum amino acid level",4
"HP:0003112",2004,2465,1370,"Abnormality of serum amino acid level",4
"HP:0003112",2005,3819,1511,"Abnormality of serum amino acid level",4
"HP:0003112",2006,3155,1464,"Abnormality of serum amino acid level",4
"HP:0003112",2007,4161,1648,"Abnormality of serum amino acid level",4
"HP:0003112",2008,4661,1705,"Abnormality of serum amino acid level",4
"HP:0003112",2009,4748,1960,"Abnormality of serum amino acid level",4
"HP:0003112",2010,4064,2084,"Abnormality of serum amino acid level",4
"HP:0003112",2011,3756,2106,"Abnormality of serum amino acid level",4
"HP:0003112",2012,5184,3004,"Abnormality of serum amino acid level",4
"HP:0003112",2013,3752,2349,"Abnormality of serum amino acid level",4
"HP:0003112",2014,3179,2525,"Abnormality of serum amino acid level",4
"HP:0003112",2015,4553,3616,"Abnormality of serum amino acid level",4
"HP:0003112",2016,3543,2701,"Abnormality of serum amino acid level",4
"HP:0003112",2017,7793,2217,"Abnormality of serum amino acid level",4
"HP:0003112",2018,9305,2247,"Abnormality of serum amino acid level",4
"HP:0003112",2019,7572,2235,"Abnormality of serum amino acid level",4
"HP:0003112",2020,2652,881,"Abnormality of serum amino acid level",4
"HP:0003113",2000,102,98,"Hypochloremia",5
"HP:0003113",2001,103984,30378,"Hypochloremia",5
"HP:0003113",2002,166485,45238,"Hypochloremia",5
"HP:0003113",2003,607415,55033,"Hypochloremia",5
"HP:0003113",2004,538301,49817,"Hypochloremia",5
"HP:0003113",2005,687525,57049,"Hypochloremia",5
"HP:0003113",2006,720175,65493,"Hypochloremia",5
"HP:0003113",2007,817419,76686,"Hypochloremia",5
"HP:0003113",2008,627287,76620,"Hypochloremia",5
"HP:0003113",2009,666161,88947,"Hypochloremia",5
"HP:0003113",2010,742572,107376,"Hypochloremia",5
"HP:0003113",2011,829213,122911,"Hypochloremia",5
"HP:0003113",2012,904633,140586,"Hypochloremia",5
"HP:0003113",2013,1000779,162537,"Hypochloremia",5
"HP:0003113",2014,1177263,215479,"Hypochloremia",5
"HP:0003113",2015,1556790,308842,"Hypochloremia",5
"HP:0003113",2016,1796320,351249,"Hypochloremia",5
"HP:0003113",2017,1724960,353243,"Hypochloremia",5
"HP:0003113",2018,1759361,373820,"Hypochloremia",5
"HP:0003113",2019,1848436,381808,"Hypochloremia",5
"HP:0003113",2020,903899,186632,"Hypochloremia",5
"HP:0003113",NA,14,14,"Hypochloremia",5
"HP:0003117",2000,575,475,"Abnormal circulating hormone level",2
"HP:0003117",2001,6850,4520,"Abnormal circulating hormone level",2
"HP:0003117",2002,8258,5304,"Abnormal circulating hormone level",2
"HP:0003117",2003,24432,7688,"Abnormal circulating hormone level",2
"HP:0003117",2004,26285,8167,"Abnormal circulating hormone level",2
"HP:0003117",2005,27860,7949,"Abnormal circulating hormone level",2
"HP:0003117",2006,31552,9335,"Abnormal circulating hormone level",2
"HP:0003117",2007,37809,12301,"Abnormal circulating hormone level",2
"HP:0003117",2008,52464,14220,"Abnormal circulating hormone level",2
"HP:0003117",2009,69377,17128,"Abnormal circulating hormone level",2
"HP:0003117",2010,80172,21461,"Abnormal circulating hormone level",2
